!CSV A.01.01
!Keysight Technologies,N5245B,MY63058204,A.19.30.04
!Date: Friday, March 20, 2026 10:11:15
!Source: Standard

!CW Freq: 27500000000 Hz
BEGIN CH7_DATA
Power(dBm),S21(DB),S21(DEG),"R1,1"(DB),"R1,1"(DEG),S21(DB),S21(DEG),"B,1"(DB),"B,1"(DEG)
3.52,-1.8149205,106.46012,3.550086,-99.999199,0.81143546,106.46012,1.7351655,6.4609208
3.6133333333333,-1.8893046,106.15079,3.6443067,-99.998009,0.8045162,106.15079,1.7550021,6.1527777
3.7066666666667,-1.9563735,105.92838,3.7361174,-99.999367,0.79832792,105.92838,1.7797443,5.9290175
3.8,-2.0409107,105.71603,3.8304322,-100.00071,0.79059571,105.71603,1.7895209,5.7153149
3.8933333333333,-2.1026757,105.41952,3.9245915,-99.998146,0.78499377,105.41952,1.8219154,5.4213748
3.9866666666667,-2.1849439,105.13734,4.0179524,-99.99929,0.77759385,105.13734,1.8330094,5.1380405
4.08,-2.250104,104.80847,4.1105638,-99.999657,0.77178228,104.80847,1.86046,4.8088236
4.1733333333333,-2.3412435,104.62746,4.2048001,-100.00059,0.76372641,104.62746,1.8635559,4.6268759
4.2666666666667,-2.4073825,104.32813,4.2963691,-100.00062,0.75793308,104.32813,1.8889861,4.3275104
4.36,-2.4942827,104.05663,4.390861,-100.00119,0.75038797,104.05663,1.8965786,4.0554314
4.4533333333333,-2.5794389,103.81047,4.4853787,-99.998444,0.74306715,103.81047,1.9059404,3.812026
4.5466666666667,-2.6626868,103.4893,4.578145,-99.999344,0.73597938,103.4893,1.915458,3.4899545
4.64,-2.7470341,103.31037,4.6703229,-99.999489,0.72886705,103.31037,1.9232895,3.3108795
4.7333333333333,-2.838295,102.98506,4.7630296,-100.00039,0.72124904,102.98506,1.924735,2.9846637
4.8266666666667,-2.9209924,102.73881,4.8574843,-99.999031,0.71441472,102.73881,1.9364918,2.7397747
4.92,-3.0056026,102.42918,4.9503603,-100.00198,0.70748931,102.42918,1.9447588,2.4272041
5.0133333333333,-3.0944612,102.21181,5.0433302,-100.00108,0.70028841,102.21181,1.9488689,2.2107329
5.1066666666667,-3.1853564,101.9007,5.1377611,-100.00166,0.69299835,101.9007,1.9524051,1.8990487
5.2,-3.2761385,101.66015,5.2308254,-100.00265,0.68579304,101.66015,1.9546869,1.6575023
5.2933333333333,-3.3624425,101.38541,5.3231435,-100.00201,0.67901266,101.38541,1.9607015,1.3834006
5.3866666666667,-3.4531808,101.17693,5.4176855,-100.0042,0.67195618,101.17693,1.9645044,1.1727296
5.48,-3.5506361,100.93703,5.5111895,-100.00204,0.66445905,100.93703,1.9605541,0.93498218
5.5733333333333,-3.6496348,100.66146,5.604897,-100.00114,0.65692872,100.66146,1.9552622,0.66033077
5.6666666666667,-3.7343943,100.4071,5.6974373,-100.00217,0.65054941,100.4071,1.9630429,0.4049277
5.76,-3.8364036,100.22811,5.790853,-100.00278,0.64295387,100.22811,1.9544499,0.22531913
5.8533333333333,-3.936605,99.986923,5.884376,-100.00533,0.63557929,99.986923,1.9477711,-0.018398687
5.9466666666667,-4.0255265,99.675583,5.9776888,-100.0038,0.62910581,99.675583,1.9521626,-0.32821557
6.04,-4.1291118,99.502533,6.0719471,-100.00386,0.62164783,99.502533,1.9428359,-0.50132328
6.1333333333333,-4.2237344,99.29744,6.1639981,-100.00372,0.61491245,99.29744,1.9402634,-0.70628566
6.2266666666667,-4.3185525,99.003975,6.2572646,-100.00549,0.60823631,99.003975,1.9387121,-1.0015081
6.32,-4.4184322,98.795029,6.3503528,-100.00443,0.60128224,98.795029,1.9319202,-1.2094005
6.4133333333333,-4.5218363,98.579247,6.4442582,-100.00519,0.59416652,98.579247,1.9224217,-1.4259393
6.5066666666667,-4.6254201,98.344849,6.5382938,-100.00729,0.58712286,98.344849,1.9128734,-1.6624382
6.6,-4.7214575,98.113853,6.6302557,-100.00739,0.58066696,98.113853,1.9087975,-1.89354
6.6933333333333,-4.8276095,97.916298,6.7240791,-100.00896,0.5736137,97.916298,1.8964696,-2.0926611
6.7866666666667,-4.9311175,97.722198,6.8161221,-100.00937,0.56681865,97.722198,1.8850045,-2.2871835
6.88,-5.0325098,97.443832,6.9103122,-100.00996,0.56024051,97.443832,1.877802,-2.5661299
6.9733333333333,-5.1409235,97.288544,7.003202,-100.01078,0.55329132,97.288544,1.8622782,-2.7222352
7.0666666666667,-5.2471685,97.07402,7.0970039,-100.0116,0.5465647,97.07402,1.8498355,-2.9375823
7.16,-5.4036431,96.729919,7.2404528,-100.01113,0.53680658,96.729919,1.8368093,-3.2812061
7.2533333333333,-5.5158753,96.602341,7.3335576,-100.01371,0.52991503,96.602341,1.8176833,-3.4113679
7.3466666666667,-5.6226277,96.350471,7.4266229,-100.01141,0.52344209,96.350471,1.8039961,-3.660934
7.44,-5.7236357,96.165512,7.5190082,-100.01223,0.51739025,96.165512,1.7953726,-3.8467121
7.5333333333333,-5.83744,95.955742,7.613646,-100.01364,0.51065546,95.955742,1.7762057,-4.0578942
7.6266666666667,-5.9431396,95.783882,7.7066255,-100.01642,0.50447893,95.783882,1.7634859,-4.2325349
7.72,-6.0528111,95.581505,7.7989154,-100.01743,0.49814922,95.581505,1.7461041,-4.4359279
7.8133333333333,-6.1641192,95.375908,7.8929229,-100.0179,0.49180624,95.375908,1.728804,-4.641994
7.9066666666667,-6.2665529,95.209297,7.9855013,-100.01895,0.48604038,95.209297,1.7189478,-4.8096461
8,-6.3773255,95.008209,8.0784559,-100.01681,0.4798812,95.008209,1.7011296,-5.0086012
END

