!CSV A.01.01
!Keysight Technologies,N5245B,MY63058204,A.19.30.04
!Date: Friday, March, 20, 2026 10:22:06
!Source: IMD Sweep Data

"Calibration State:","ON",,,,,,,,
"Sweep Type","Sweep fc",,,,,,,,
"Start fc",27200000000.000000,,,,,,,,
"Stop fc",31300000000.000000,,,,,,,,
"DeltaF",1000000.000000,,,,,,,,
"Number Of Points",411,,,,,,,,
"Main Tone IFBW",300.000000,,,,,,,,
"IM Tone IFBW",1000.000000,,,,,,,,
"f1 Power",-10.000000,,,,,,,,
"f2 Power",-10.000000,,,,,,,,
"Number Of Tones Measured",12,,,,,,,,

FrequencyFC,FrequencyF1,FrequencyF2,PwrMain,PwrMainLo,PwrMainHi,PwrMainIn,PwrMainLoIn,PwrMainHiIn,Pwr3,Pwr3Lo,Pwr3Hi,Pwr3In,Pwr3LoIn,Pwr3HiIn,
2.856e+10,2.85595e+10,2.85605e+10,-12.646,-12.6574,-12.6346,-10.2083,-10.2146,-10.2021,-48.521,-48.4874,-48.5546,-80.9254,-81.2169,-80.634,
2.857e+10,2.85695e+10,2.85705e+10,-12.7064,-12.7006,-12.7122,-10.1838,-10.1818,-10.1858,-48.572,-48.4195,-48.7245,-79.968,-83.2301,-76.7058,
2.858e+10,2.85795e+10,2.85805e+10,-12.769,-12.7667,-12.7713,-10.2005,-10.192,-10.209,-48.8754,-48.9119,-48.8389,-80.4366,-82.8021,-78.071,
2.859e+10,2.85895e+10,2.85905e+10,-12.7507,-12.7392,-12.7621,-10.2334,-10.2238,-10.2431,-48.8581,-48.9818,-48.7344,-83.0958,-87.7642,-78.4273,
2.86e+10,2.85995e+10,2.86005e+10,-12.674,-12.6704,-12.6776,-10.2396,-10.2342,-10.2449,-48.9497,-48.8399,-49.0596,-90.9645,-88.6792,-93.2497,
2.861e+10,2.86095e+10,2.86105e+10,-12.5967,-12.6003,-12.5931,-10.2099,-10.2092,-10.2106,-48.7964,-48.8459,-48.7468,-79.1655,-82.0581,-76.2729,
2.862e+10,2.86195e+10,2.86205e+10,-12.5952,-12.5903,-12.6002,-10.1789,-10.1806,-10.1772,-49.0381,-49.2137,-48.8625,-84.8058,-88.5366,-81.0749,
2.863e+10,2.86295e+10,2.86305e+10,-12.7193,-12.7229,-12.7158,-10.1825,-10.1861,-10.1788,-49.6637,-49.5915,-49.736,-84.099,-81.9634,-86.2346,
2.864e+10,2.86395e+10,2.86405e+10,-12.7247,-12.735,-12.7145,-10.204,-10.2086,-10.1994,-49.7594,-50.178,-49.3407,-80.8284,-79.1583,-82.4984,
2.865e+10,2.86495e+10,2.86505e+10,-12.5951,-12.6035,-12.5868,-10.2053,-10.2108,-10.1999,-49.3547,-49.3219,-49.3875,-82.5842,-79.2463,-85.922,
2.866e+10,2.86595e+10,2.86605e+10,-12.4751,-12.4786,-12.4717,-10.1767,-10.1817,-10.1718,-48.7998,-49.0383,-48.5612,-85.7597,-81.2034,-90.316,
2.867e+10,2.86695e+10,2.86705e+10,-12.5009,-12.5035,-12.4984,-10.1601,-10.159,-10.1611,-49.2297,-48.9191,-49.5403,-88.5161,-97.5634,-79.4689,
2.868e+10,2.86795e+10,2.86805e+10,-12.5381,-12.5376,-12.5386,-10.1898,-10.1847,-10.1949,-49.3809,-49.4286,-49.3332,-87.7431,-92.0906,-83.3955,
2.869e+10,2.86895e+10,2.86905e+10,-12.5719,-12.5664,-12.5774,-10.24,-10.235,-10.245,-49.1799,-49.5968,-48.7631,-82.9518,-84.4621,-81.4415,
2.87e+10,2.86995e+10,2.87005e+10,-12.5703,-12.5656,-12.5751,-10.2677,-10.2615,-10.2738,-49.9199,-50.2691,-49.5706,-79.2781,-81.2558,-77.3003,
2.871e+10,2.87095e+10,2.87105e+10,-12.6231,-12.6118,-12.6345,-10.2585,-10.2522,-10.2648,-49.6749,-49.8784,-49.4715,-79.3761,-79.569,-79.1832,
2.872e+10,2.87195e+10,2.87205e+10,-12.7574,-12.7498,-12.765,-10.2223,-10.2166,-10.228,-49.6301,-49.9155,-49.3446,-80.949,-80.3947,-81.5032,
2.873e+10,2.87295e+10,2.87305e+10,-12.7782,-12.7788,-12.7776,-10.1917,-10.188,-10.1954,-49.7815,-50.0599,-49.5032,-81.0088,-80.8443,-81.1732,
2.874e+10,2.87395e+10,2.87405e+10,-12.6753,-12.6821,-12.6685,-10.1881,-10.1912,-10.185,-49.8264,-49.8082,-49.8446,-81.1583,-81.4915,-80.8251,
2.875e+10,2.87495e+10,2.87505e+10,-12.6156,-12.6227,-12.6084,-10.1941,-10.2046,-10.1836,-49.54,-49.8372,-49.2428,-89.7148,-99.4459,-79.9838,
2.876e+10,2.87595e+10,2.87605e+10,-12.58,-12.6007,-12.5593,-10.1818,-10.1994,-10.1642,-49.2928,-49.5229,-49.0628,-83.3485,-88.7659,-77.9311,
2.877e+10,2.87695e+10,2.87705e+10,-12.5233,-12.532,-12.5145,-10.1874,-10.2062,-10.1686,-48.8195,-49.2854,-48.3536,-82.0523,-82.5067,-81.5979,
2.878e+10,2.87795e+10,2.87805e+10,-12.5531,-12.5607,-12.5456,-10.2201,-10.2334,-10.2067,-49.2967,-49.558,-49.0354,-79.5063,-83.7782,-75.2345,
2.879e+10,2.87895e+10,2.87905e+10,-12.5929,-12.6026,-12.5833,-10.2363,-10.2426,-10.23,-49.5854,-49.8381,-49.3327,-80.2064,-80.6102,-79.8026,
2.88e+10,2.87995e+10,2.88005e+10,-12.6561,-12.6391,-12.673,-10.2426,-10.2386,-10.2467,-49.4341,-49.2776,-49.5907,-83.4416,-81.8654,-85.0178,
2.881e+10,2.88095e+10,2.88105e+10,-12.8129,-12.7917,-12.8341,-10.2481,-10.2364,-10.2598,-49.4438,-49.2401,-49.6475,-80.5559,-80.9141,-80.1977,
2.882e+10,2.88195e+10,2.88205e+10,-12.8635,-12.8473,-12.8797,-10.2271,-10.2152,-10.2391,-50.0066,-50.7159,-49.2973,-85.709,-86.2176,-85.2004,
2.883e+10,2.88295e+10,2.88305e+10,-12.8413,-12.834,-12.8487,-10.1947,-10.1863,-10.2031,-49.4566,-49.5661,-49.3471,-84.3271,-86.0563,-82.598,
2.884e+10,2.88395e+10,2.88405e+10,-12.7899,-12.8033,-12.7764,-10.1799,-10.1788,-10.181,-50.0596,-50.3716,-49.7475,-80.9165,-82.7578,-79.0751,
2.885e+10,2.88495e+10,2.88505e+10,-12.7047,-12.7102,-12.6991,-10.1891,-10.1917,-10.1866,-49.3926,-49.5219,-49.2633,-80.4681,-80.9211,-80.0152,
2.886e+10,2.88595e+10,2.88605e+10,-12.716,-12.7199,-12.7121,-10.2122,-10.2192,-10.2051,-49.5389,-49.4373,-49.6405,-81.6378,-78.6846,-84.5909,
2.887e+10,2.88695e+10,2.88705e+10,-12.9025,-12.8882,-12.9168,-10.2343,-10.2411,-10.2276,-49.8443,-50.1083,-49.5802,-77.151,-75.8575,-78.4445,
2.888e+10,2.88795e+10,2.88805e+10,-13.0998,-13.095,-13.1045,-10.2313,-10.2391,-10.2235,-50.5857,-50.5456,-50.6258,-90.402,-80.2783,-100.526,
2.889e+10,2.88895e+10,2.88905e+10,-13.1207,-13.1265,-13.1149,-10.2027,-10.209,-10.1963,-50.6717,-50.4362,-50.9072,-87.4981,-88.0117,-86.9846,
2.89e+10,2.88995e+10,2.89005e+10,-13.1026,-13.1039,-13.1014,-10.196,-10.2009,-10.191,-50.362,-50.3848,-50.3392,-87.8507,-93.6374,-82.064,
2.891e+10,2.89095e+10,2.89105e+10,-13.0633,-13.08,-13.0467,-10.2195,-10.2259,-10.213,-50.6019,-50.6568,-50.547,-86.6746,-87.7593,-85.59,
2.892e+10,2.89195e+10,2.89205e+10,-13.0769,-13.0913,-13.0626,-10.2427,-10.2505,-10.235,-51.0707,-50.8743,-51.2671,-81.4289,-81.7266,-81.1312,
2.893e+10,2.89295e+10,2.89305e+10,-13.1531,-13.1568,-13.1495,-10.2269,-10.2328,-10.2209,-50.5723,-50.6834,-50.4612,-84.4193,-78.1783,-90.6602,
2.894e+10,2.89395e+10,2.89405e+10,-13.1875,-13.1876,-13.1874,-10.1979,-10.1997,-10.1961,-50.9905,-51.0477,-50.9333,-82.3942,-79.174,-85.6145,
2.895e+10,2.89495e+10,2.89505e+10,-13.2579,-13.2403,-13.2754,-10.1986,-10.193,-10.2042,-51.0465,-51.3681,-50.7249,-77.3391,-78.0262,-76.652,
2.896e+10,2.89595e+10,2.89605e+10,-13.4854,-13.4612,-13.5095,-10.218,-10.2107,-10.2253,-51.71,-51.7676,-51.6524,-79.9856,-83.5399,-76.4314,
2.897e+10,2.89695e+10,2.89705e+10,-13.6524,-13.6564,-13.6484,-10.2199,-10.2162,-10.2236,-52.3763,-52.8267,-51.9258,-80.8848,-85.6604,-76.1092,
2.898e+10,2.89795e+10,2.89805e+10,-13.6001,-13.6103,-13.59,-10.1902,-10.194,-10.1865,-52.2634,-52.5449,-51.982,-87.2609,-93.9954,-80.5263,
2.899e+10,2.89895e+10,2.89905e+10,-13.4898,-13.4978,-13.4818,-10.1572,-10.1661,-10.1483,-52.6333,-52.8365,-52.4301,-87.752,-84.7556,-90.7485,
2.9e+10,2.89995e+10,2.90005e+10,-13.4281,-13.4384,-13.4178,-10.1649,-10.1729,-10.1569,-52.2705,-52.107,-52.434,-87.7368,-86.7746,-88.699,
2.901e+10,2.90095e+10,2.90105e+10,-13.5501,-13.5446,-13.5556,-10.222,-10.2233,-10.2207,-52.9206,-53.5045,-52.3367,-82.9094,-80.3976,-85.4211,
2.902e+10,2.90195e+10,2.90205e+10,-13.7407,-13.728,-13.7535,-10.2715,-10.2673,-10.2757,-53.4396,-53.7088,-53.1704,-82.2829,-79.8894,-84.6763,
2.903e+10,2.90295e+10,2.90305e+10,-13.7381,-13.7311,-13.7452,-10.2557,-10.2474,-10.2639,-53.0736,-53.4119,-52.7353,-79.588,-79.5471,-79.629,
2.904e+10,2.90395e+10,2.90405e+10,-13.6834,-13.6677,-13.6991,-10.2062,-10.1933,-10.219,-53.7115,-53.8305,-53.5925,-80.5449,-82.5843,-78.5054,
2.905e+10,2.90495e+10,2.90505e+10,-13.7664,-13.7401,-13.7928,-10.1973,-10.1841,-10.2105,-53.5746,-53.6702,-53.479,-88.6223,-86.4141,-90.8305,
2.906e+10,2.90595e+10,2.90605e+10,-13.8723,-13.8682,-13.8764,-10.2129,-10.2076,-10.2182,-53.9855,-54.2131,-53.7579,-89.8519,-90.1362,-89.5676,
2.907e+10,2.90695e+10,2.90705e+10,-13.8689,-13.8784,-13.8594,-10.2111,-10.2181,-10.2041,-53.5685,-53.4434,-53.6936,-84.3219,-84.8824,-83.7614,
2.908e+10,2.90795e+10,2.90805e+10,-13.8534,-13.8677,-13.839,-10.1792,-10.1969,-10.1615,-55.1846,-55.8677,-54.5015,-83.6897,-80.6754,-86.7041,
2.909e+10,2.90895e+10,2.90905e+10,-13.7853,-13.8162,-13.7544,-10.1549,-10.1737,-10.136,-54.3708,-54.7252,-54.0164,-82.8006,-81.1136,-84.4877,
2.91e+10,2.90995e+10,2.91005e+10,-13.7559,-13.7641,-13.7477,-10.1773,-10.1882,-10.1664,-54.6738,-55.1991,-54.1486,-83.675,-81.7587,-85.5914,
2.911e+10,2.91095e+10,2.91105e+10,-13.8661,-13.856,-13.8762,-10.2315,-10.2336,-10.2294,-55.0643,-55.6354,-54.4932,-81.8382,-81.7223,-81.9541,
2.912e+10,2.91195e+10,2.91205e+10,-14.0453,-14.0347,-14.0559,-10.2662,-10.2631,-10.2693,-55.727,-55.7886,-55.6654,-84.1476,-79.6102,-88.6851,
2.913e+10,2.91295e+10,2.91305e+10,-14.0854,-14.0884,-14.0825,-10.2598,-10.255,-10.2646,-55.4149,-55.8497,-54.9801,-87.3561,-88.1911,-86.5211,
2.914e+10,2.91395e+10,2.91405e+10,-13.9464,-13.9463,-13.9465,-10.2237,-10.2243,-10.223,-54.3487,-54.6508,-54.0465,-90.1121,-103.522,-76.7019,
2.915e+10,2.91495e+10,2.91505e+10,-13.7435,-13.7521,-13.7349,-10.2044,-10.2098,-10.199,-55.336,-56.0825,-54.5895,-81.2027,-81.642,-80.7633,
2.916e+10,2.91595e+10,2.91605e+10,-13.7282,-13.7301,-13.7262,-10.2243,-10.2313,-10.2173,-55.1843,-55.1272,-55.2413,-90.8809,-79.923,-101.839,
2.917e+10,2.91695e+10,2.91705e+10,-13.801,-13.8069,-13.795,-10.2449,-10.2504,-10.2395,-55.3103,-56.5171,-54.1034,-79.0409,-78.3521,-79.7298,
2.918e+10,2.91795e+10,2.91805e+10,-13.8146,-13.8105,-13.8187,-10.2421,-10.2422,-10.242,-54.368,-54.596,-54.1399,-83.5605,-78.2569,-88.8641,
2.919e+10,2.91895e+10,2.91905e+10,-13.8309,-13.8175,-13.8443,-10.2249,-10.2178,-10.232,-54.3788,-54.3607,-54.397,-85.5861,-86.4067,-84.7655,
2.92e+10,2.91995e+10,2.92005e+10,-13.8253,-13.8127,-13.8379,-10.2041,-10.1941,-10.214,-55.423,-55.9139,-54.9321,-83.9918,-88.3799,-79.6037,
2.921e+10,2.92095e+10,2.92105e+10,-13.8375,-13.8227,-13.8522,-10.1881,-10.1771,-10.1991,-55.0448,-55.4362,-54.6533,-84.7679,-88.2671,-81.2686,
2.922e+10,2.92195e+10,2.92205e+10,-13.8208,-13.8205,-13.821,-10.182,-10.1768,-10.1872,-55.2816,-55.3734,-55.1897,-87.903,-87.0222,-88.7838,
2.923e+10,2.92295e+10,2.92305e+10,-13.7991,-13.8056,-13.7926,-10.1774,-10.1797,-10.1751,-55.3226,-55.2213,-55.424,-82.655,-81.0193,-84.2908,
2.924e+10,2.92395e+10,2.92405e+10,-13.7245,-13.7378,-13.7113,-10.1781,-10.1851,-10.1712,-56.1722,-56.5392,-55.8053,-80.0624,-77.8611,-82.2637,
2.925e+10,2.92495e+10,2.92505e+10,-13.6934,-13.6991,-13.6878,-10.1984,-10.2041,-10.1927,-55.2683,-55.4222,-55.1144,-83.8292,-82.1149,-85.5435,
2.926e+10,2.92595e+10,2.92605e+10,-13.7433,-13.7484,-13.7382,-10.2283,-10.2313,-10.2254,-54.5919,-54.0818,-55.102,-87.3899,-82.0199,-92.7598,
2.927e+10,2.92695e+10,2.92705e+10,-13.7679,-13.7799,-13.756,-10.2587,-10.2604,-10.2569,-56.2082,-56.2253,-56.1911,-89.5594,-86.8963,-92.2225,
2.928e+10,2.92795e+10,2.92805e+10,-13.774,-13.7695,-13.7785,-10.2758,-10.276,-10.2755,-54.9326,-55.1729,-54.6923,-82.9239,-85.5966,-80.2511,
2.929e+10,2.92895e+10,2.92905e+10,-13.789,-13.7831,-13.7949,-10.2636,-10.2661,-10.2612,-56.1529,-56.4333,-55.8724,-89.8221,-87.8264,-91.8179,
2.93e+10,2.92995e+10,2.93005e+10,-13.8183,-13.8199,-13.8168,-10.2211,-10.2243,-10.2179,-55.1707,-55.1779,-55.1634,-83.5166,-83.1586,-83.8745,
2.931e+10,2.93095e+10,2.93105e+10,-13.886,-13.8846,-13.8874,-10.1763,-10.1822,-10.1703,-55.1872,-55.5776,-54.7968,-80.8647,-80.3309,-81.3984,
2.932e+10,2.93195e+10,2.93205e+10,-13.9784,-13.9785,-13.9784,-10.1547,-10.1592,-10.1503,-55.7917,-56.3098,-55.2736,-79.5319,-80.088,-78.9757,
2.933e+10,2.93295e+10,2.93305e+10,-13.9632,-13.964,-13.9624,-10.1664,-10.171,-10.1619,-56.0165,-56.0839,-55.949,-79.5869,-79.049,-80.1248,
2.934e+10,2.93395e+10,2.93405e+10,-13.9256,-13.9382,-13.9129,-10.1996,-10.2033,-10.1959,-55.4301,-56.1003,-54.7599,-87.6886,-83.5304,-91.8468,
2.935e+10,2.93495e+10,2.93505e+10,-14.0155,-14.0126,-14.0184,-10.2187,-10.2241,-10.2133,-55.7091,-56.3718,-55.0463,-99.6073,-111.936,-87.2784,
2.936e+10,2.93595e+10,2.93605e+10,-14.1537,-14.1627,-14.1446,-10.2083,-10.2134,-10.2032,-55.5787,-56.1217,-55.0357,-89.2609,-96.9134,-81.6084,
2.937e+10,2.93695e+10,2.93705e+10,-14.2352,-14.2303,-14.2401,-10.1967,-10.1983,-10.195,-55.8912,-55.7667,-56.0157,-87.5218,-93.3595,-81.6841,
2.938e+10,2.93795e+10,2.93805e+10,-14.2717,-14.2671,-14.2762,-10.2046,-10.2023,-10.2069,-56.0939,-56.496,-55.6917,-80.293,-82.334,-78.252,
2.939e+10,2.93895e+10,2.93905e+10,-14.3002,-14.2996,-14.3007,-10.2163,-10.2084,-10.2241,-56.6727,-57.4136,-55.9318,-82.0444,-82.7961,-81.2926,
2.94e+10,2.93995e+10,2.94005e+10,-14.3206,-14.3092,-14.332,-10.2161,-10.2076,-10.2246,-56.4152,-56.8038,-56.0265,-89.9239,-81.4695,-98.3782,
2.941e+10,2.94095e+10,2.94105e+10,-14.3861,-14.3674,-14.4048,-10.203,-10.1946,-10.2113,-57.1634,-57.4421,-56.8848,-86.9605,-84.1365,-89.7844,
2.942e+10,2.94195e+10,2.94205e+10,-14.5121,-14.4984,-14.5259,-10.1946,-10.1891,-10.2001,-57.1379,-56.7926,-57.4833,-86.6749,-83.8197,-89.5301,
2.943e+10,2.94295e+10,2.94305e+10,-14.6191,-14.6327,-14.6056,-10.2064,-10.2046,-10.2081,-57.2716,-58.1467,-56.3965,-90.6549,-95.2344,-86.0754,
2.944e+10,2.94395e+10,2.94405e+10,-14.6512,-14.6544,-14.648,-10.2332,-10.2363,-10.23,-58.2318,-58.047,-58.4165,-88.7243,-87.9636,-89.485,
2.945e+10,2.94495e+10,2.94505e+10,-14.7986,-14.8021,-14.7951,-10.2441,-10.2542,-10.234,-58.4184,-58.2916,-58.5451,-89.3142,-83.0484,-95.5801,
2.946e+10,2.94595e+10,2.94605e+10,-15.0586,-15.0605,-15.0568,-10.2235,-10.2363,-10.2108,-59.0948,-58.6042,-59.5854,-88.0228,-82.3898,-93.6559,
2.947e+10,2.94695e+10,2.94705e+10,-15.0987,-15.1171,-15.0803,-10.1977,-10.2107,-10.1847,-58.6689,-58.9186,-58.4192,-82.0399,-82.6148,-81.4651,
2.948e+10,2.94795e+10,2.94805e+10,-14.9866,-15.0015,-14.9717,-10.2004,-10.2084,-10.1924,-58.5175,-58.3317,-58.7033,-83.073,-88.3124,-77.8335,
2.949e+10,2.94895e+10,2.94905e+10,-14.996,-14.9982,-14.9937,-10.2289,-10.2333,-10.2244,-58.8761,-58.443,-59.3091,-84.99,-87.8496,-82.1303,
2.95e+10,2.94995e+10,2.95005e+10,-15.074,-15.07,-15.078,-10.2472,-10.252,-10.2424,-59.6814,-60.1115,-59.2512,-84.6889,-89.3857,-79.9921,
2.951e+10,2.95095e+10,2.95105e+10,-15.0888,-15.0943,-15.0832,-10.2397,-10.2429,-10.2365,-58.3339,-58.6707,-57.9971,-85.7127,-82.2122,-89.2133,
2.952e+10,2.95195e+10,2.95205e+10,-15.0807,-15.0829,-15.0785,-10.2218,-10.2249,-10.2186,-58.6418,-59.3368,-57.9467,-84.7599,-85.3437,-84.1761,
2.953e+10,2.95295e+10,2.95305e+10,-15.0266,-15.0311,-15.0221,-10.2079,-10.2057,-10.2101,-59.0786,-59.5757,-58.5814,-86.4694,-86.3459,-86.5929,
2.954e+10,2.95395e+10,2.95405e+10,-15.0411,-15.0153,-15.067,-10.2055,-10.1988,-10.2122,-57.9392,-57.0617,-58.8166,-86.5424,-88.152,-84.9329,
2.955e+10,2.95495e+10,2.95505e+10,-15.1088,-15.1113,-15.1064,-10.2002,-10.1929,-10.2075,-57.7907,-58.3103,-57.2712,-80.934,-79.8279,-82.0402,
2.956e+10,2.95595e+10,2.95605e+10,-14.991,-15.0001,-14.9818,-10.1852,-10.1794,-10.191,-58.2496,-57.8817,-58.6174,-86.0085,-89.6745,-82.3426,
2.957e+10,2.95695e+10,2.95705e+10,-14.7669,-14.773,-14.7608,-10.1741,-10.1702,-10.1779,-57.6052,-58.3758,-56.8345,-85.594,-87.8904,-83.2976,
2.958e+10,2.95795e+10,2.95805e+10,-14.691,-14.6973,-14.6848,-10.1876,-10.1891,-10.1862,-56.4696,-55.7562,-57.183,-89.6366,-91.5486,-87.7246,
2.959e+10,2.95895e+10,2.95905e+10,-14.6385,-14.6521,-14.625,-10.2219,-10.2314,-10.2124,-56.4401,-56.4727,-56.4075,-81.2305,-84.7055,-77.7556,
2.96e+10,2.95995e+10,2.96005e+10,-14.6066,-14.6253,-14.5878,-10.2511,-10.2653,-10.2369,-56.5775,-57.077,-56.078,-93.4919,-106.127,-80.8571,
2.961e+10,2.96095e+10,2.96105e+10,-14.579,-14.5876,-14.5704,-10.2565,-10.2709,-10.2421,-56.5658,-57.4123,-55.7193,-85.6023,-87.1025,-84.102,
2.962e+10,2.96195e+10,2.96205e+10,-14.4065,-14.4296,-14.3833,-10.245,-10.2532,-10.2367,-55.8802,-55.951,-55.8094,-81.6014,-80.0306,-83.1723,
2.963e+10,2.96295e+10,2.96305e+10,-14.2356,-14.2381,-14.2332,-10.225,-10.2238,-10.2263,-54.8852,-54.6571,-55.1133,-83.9299,-86.7926,-81.0672,
2.964e+10,2.96395e+10,2.96405e+10,-14.1562,-14.1515,-14.1609,-10.2023,-10.1949,-10.2098,-54.7202,-54.4597,-54.9806,-83.3244,-85.2053,-81.4435,
2.965e+10,2.96495e+10,2.96505e+10,-14.0379,-14.0319,-14.0439,-10.1858,-10.1752,-10.1963,-54.064,-54.4118,-53.7163,-85.1442,-92.1792,-78.1092,
2.966e+10,2.96595e+10,2.96605e+10,-13.8575,-13.8508,-13.8642,-10.1778,-10.1718,-10.1837,-54.1582,-55.144,-53.1723,-80.9622,-85.8512,-76.0733,
2.967e+10,2.96695e+10,2.96705e+10,-13.7186,-13.7301,-13.7072,-10.1794,-10.1808,-10.1781,-53.1687,-53.1432,-53.1942,-82.5027,-86.9769,-78.0286,
2.968e+10,2.96795e+10,2.96805e+10,-13.6676,-13.6759,-13.6592,-10.1909,-10.196,-10.1858,-52.8689,-53.1481,-52.5898,-85.2251,-83.1712,-87.2791,
2.969e+10,2.96895e+10,2.96905e+10,-13.6397,-13.6484,-13.631,-10.2029,-10.2098,-10.1961,-52.5565,-53.124,-51.9889,-84.4999,-84.385,-84.6148,
2.97e+10,2.96995e+10,2.97005e+10,-13.5951,-13.6006,-13.5897,-10.2153,-10.2206,-10.21,-52.388,-53.0431,-51.7329,-81.6737,-79.7858,-83.5616,
2.971e+10,2.97095e+10,2.97105e+10,-13.5104,-13.5125,-13.5083,-10.2229,-10.2199,-10.2259,-52.7169,-52.4848,-52.9491,-86.6829,-85.747,-87.6187,
2.972e+10,2.97195e+10,2.97205e+10,-13.4204,-13.4236,-13.4171,-10.224,-10.2209,-10.227,-52.2212,-52.486,-51.9563,-88.3364,-90.156,-86.5167,
2.973e+10,2.97295e+10,2.97305e+10,-13.3297,-13.3422,-13.3173,-10.2197,-10.2195,-10.22,-51.695,-51.8391,-51.5509,-79.9237,-81.538,-78.3095,
2.974e+10,2.97395e+10,2.97405e+10,-13.2359,-13.2531,-13.2187,-10.213,-10.2181,-10.2079,-52.0014,-52.3028,-51.7,-78.1004,-80.6033,-75.5976,
2.975e+10,2.97495e+10,2.97505e+10,-13.1679,-13.1806,-13.1553,-10.2067,-10.2146,-10.1988,-51.2637,-51.5191,-51.0084,-79.3078,-81.3239,-77.2918,
2.976e+10,2.97595e+10,2.97605e+10,-13.1099,-13.1157,-13.1042,-10.2066,-10.2121,-10.201,-50.993,-50.8564,-51.1296,-84.0538,-89.9258,-78.1818,
2.977e+10,2.97695e+10,2.97705e+10,-13.0918,-13.1025,-13.081,-10.2077,-10.2077,-10.2077,-50.8751,-51.3569,-50.3933,-90.1803,-93.384,-86.9766,
2.978e+10,2.97795e+10,2.97805e+10,-13.0818,-13.0768,-13.0869,-10.2042,-10.1981,-10.2103,-51.2272,-51.2925,-51.1619,-84.2153,-83.6209,-84.8097,
2.979e+10,2.97895e+10,2.97905e+10,-13.0408,-13.037,-13.0446,-10.1929,-10.184,-10.2019,-50.737,-50.8838,-50.5902,-83.7315,-85.0687,-82.3942,
2.98e+10,2.97995e+10,2.98005e+10,-12.9904,-12.9848,-12.996,-10.1832,-10.1763,-10.1902,-50.8255,-50.8269,-50.8242,-85.9693,-87.2278,-84.7108,
2.981e+10,2.98095e+10,2.98105e+10,-12.9754,-12.9822,-12.9686,-10.1882,-10.1871,-10.1894,-50.9508,-51.3164,-50.5852,-88.6479,-98.0909,-79.2048,
2.982e+10,2.98195e+10,2.98205e+10,-12.9596,-12.9842,-12.935,-10.2082,-10.2178,-10.1987,-51.2314,-51.5862,-50.8765,-80.7028,-83.3588,-78.0468,
2.983e+10,2.98295e+10,2.98305e+10,-12.9491,-12.9779,-12.9203,-10.2349,-10.2525,-10.2173,-51.0724,-51.2904,-50.8544,-82.7303,-87.7925,-77.6681,
2.984e+10,2.98395e+10,2.98405e+10,-12.9133,-12.9331,-12.8935,-10.2554,-10.2767,-10.234,-50.7313,-50.4671,-50.9956,-79.826,-83.705,-75.9469,
2.985e+10,2.98495e+10,2.98505e+10,-12.9099,-12.921,-12.8988,-10.2516,-10.268,-10.2351,-50.4602,-50.8541,-50.0663,-79.4375,-80.8042,-78.0707,
2.986e+10,2.98595e+10,2.98605e+10,-12.9152,-12.9266,-12.9037,-10.2374,-10.2452,-10.2297,-50.6756,-50.7404,-50.6108,-78.7396,-79.9215,-77.5576,
2.987e+10,2.98695e+10,2.98705e+10,-12.8724,-12.868,-12.8767,-10.2255,-10.2208,-10.2303,-49.642,-49.9121,-49.3719,-85.1331,-91.5331,-78.7331,
2.988e+10,2.98795e+10,2.98805e+10,-12.838,-12.8248,-12.8511,-10.2161,-10.2036,-10.2287,-49.6971,-50.3636,-49.0307,-85.6873,-86.8224,-84.5523,
2.989e+10,2.98895e+10,2.98905e+10,-12.8281,-12.8184,-12.8378,-10.194,-10.1823,-10.2058,-49.8381,-50.3322,-49.344,-90.7204,-97.5795,-83.8614,
2.99e+10,2.98995e+10,2.99005e+10,-12.7556,-12.7416,-12.7697,-10.1686,-10.1615,-10.1758,-49.8248,-49.5395,-50.1101,-82.4955,-82.6029,-82.3881,
2.991e+10,2.99095e+10,2.99105e+10,-12.727,-12.7329,-12.7212,-10.1588,-10.1569,-10.1606,-49.5294,-49.6794,-49.3795,-80.2047,-81.4097,-78.9996,
2.992e+10,2.99195e+10,2.99205e+10,-12.7467,-12.7522,-12.7412,-10.1798,-10.184,-10.1756,-49.5533,-49.617,-49.4896,-79.8586,-80.3693,-79.3479,
2.993e+10,2.99295e+10,2.99305e+10,-12.7515,-12.7584,-12.7447,-10.2217,-10.2254,-10.2181,-49.3058,-49.2196,-49.392,-81.608,-83.3704,-79.8456,
2.994e+10,2.99395e+10,2.99405e+10,-12.8002,-12.8031,-12.7973,-10.2476,-10.2511,-10.244,-49.8516,-50.018,-49.6853,-83.5348,-83.522,-83.5475,
2.995e+10,2.99495e+10,2.99505e+10,-12.823,-12.8307,-12.8154,-10.239,-10.2439,-10.2342,-49.442,-49.5559,-49.3281,-83.9262,-86.2923,-81.56,
2.996e+10,2.99595e+10,2.99605e+10,-12.8107,-12.8184,-12.8031,-10.2183,-10.2193,-10.2173,-49.2569,-49.3923,-49.1214,-94.6364,-101.311,-87.9617,
2.997e+10,2.99695e+10,2.99705e+10,-12.8105,-12.8155,-12.8055,-10.209,-10.2095,-10.2085,-49.3953,-49.668,-49.1226,-90.1738,-91.6888,-88.6588,
2.998e+10,2.99795e+10,2.99805e+10,-12.8353,-12.8303,-12.8403,-10.2143,-10.215,-10.2137,-49.5414,-49.8873,-49.1956,-90.8791,-97.0719,-84.6863,
