!CSV A.01.01
!Keysight Technologies,N5245B,MY63058204,A.19.30.04
!Date: Friday, March 20, 2026 10:20:32
!Source: Standard

BEGIN CH13_DATA
Freq(Hz),S21(DB),S21(DEG),S11(DB),S11(DEG),NF(DB),NF(DEG),S22(DB),S22(DEG)
30020000000,-2.7117493,-81.884041,-16.344963,-53.441086,23.602081,0,-10.258088,-53.894695
30030000000,-2.7408364,-91.618797,-16.200335,-53.849567,23.647274,0,-10.265409,-55.020725
30040000000,-2.7383528,-101.01757,-16.063194,-53.102386,23.701767,0,-10.307364,-55.756771
30050000000,-2.7539051,-110.41584,-15.96498,-52.534363,23.733047,0,-10.371142,-56.536015
30060000000,-2.7564142,-120.20279,-15.959511,-51.626514,23.769323,0,-10.409183,-56.566006
30070000000,-2.7882905,-129.78035,-15.941925,-51.142681,23.684185,0,-10.522246,-57.236202
30080000000,-2.7836924,-139.61923,-16.019354,-50.664707,23.690783,0,-10.621655,-57.586029
30090000000,-2.7666152,-149.03957,-16.090086,-50.499989,23.603834,0,-10.693,-58.021748
30100000000,-2.8020225,-158.77489,-16.116285,-51.345886,23.737898,0,-10.736903,-57.912998
30110000000,-2.7818649,-168.26044,-16.092899,-52.022873,23.82856,0,-10.792864,-57.821194
30120000000,-2.7483449,-178.06226,-16.059109,-52.996696,23.855175,0,-10.857775,-57.935776
30130000000,-2.7475996,172.05598,-15.885813,-53.344234,23.889524,0,-10.973115,-58.147701
30140000000,-2.7692168,162.29301,-15.781025,-54.070747,23.817614,0,-11.031821,-58.1203
30150000000,-2.7591302,152.44632,-15.633984,-54.311001,23.770306,0,-11.041497,-58.090714
30160000000,-2.7783856,142.79362,-15.497673,-53.314922,23.722153,0,-11.083232,-57.615059
30170000000,-2.7919261,132.58784,-15.43581,-53.105652,23.665438,0,-11.134808,-56.794209
30180000000,-2.8086746,122.68487,-15.381325,-51.788303,23.872135,0,-11.342011,-56.316029
30190000000,-2.8166158,112.74714,-15.382689,-51.151123,23.906693,0,-11.508528,-55.828629
30200000000,-2.7935615,102.66588,-15.439704,-50.018688,23.969723,0,-11.58515,-55.542675
30210000000,-2.8056445,92.579056,-15.498198,-49.862274,23.988321,0,-11.596361,-55.063816
30220000000,-2.8081706,82.523216,-15.524603,-49.697155,23.943331,0,-11.543284,-53.785549
30230000000,-2.8642993,72.161896,-15.55829,-49.067375,23.911711,0,-11.446037,-51.860134
30240000000,-2.9412715,61.872238,-15.607802,-49.207195,23.909513,0,-11.449594,-49.800232
30250000000,-2.9745755,51.584007,-15.531086,-49.174965,23.849491,0,-11.459247,-48.180748
30260000000,-3.0623255,41.090759,-15.410847,-49.313171,23.906269,0,-11.441163,-46.857414
30270000000,-3.1285763,30.939722,-15.292343,-49.436131,24.042528,0,-11.297353,-46.042587
30280000000,-3.2492301,20.820206,-15.176573,-48.83057,24.155733,0,-11.058108,-45.10046
30290000000,-3.3080323,10.625635,-15.040414,-48.181393,24.148504,0,-10.684106,-43.957966
30300000000,-3.4413819,0.53952205,-14.899748,-47.646011,24.134117,0,-10.470464,-42.611366
30310000000,-3.5627236,-9.9801865,-14.877468,-47.416588,24.074881,0,-10.201309,-41.496357
30320000000,-3.650454,-19.872906,-14.827137,-47.066166,23.966646,0,-9.9276304,-41.583107
30330000000,-3.8047123,-30.139259,-14.822318,-47.097893,24.00828,0,-9.6261711,-41.748981
30340000000,-3.9444535,-40.357407,-14.862446,-47.466789,24.080107,0,-9.2769299,-42.060528
30350000000,-4.1158342,-50.366428,-14.801267,-48.0149,24.108665,0,-8.9242659,-42.520287
30360000000,-4.2122302,-60.110138,-14.723137,-48.652142,24.16523,0,-8.6259613,-42.638596
30370000000,-4.3475366,-69.908066,-14.649965,-49.280216,24.194536,0,-8.4150028,-43.164074
30380000000,-4.4662828,-80.00618,-14.522136,-49.657185,24.081013,0,-8.2239008,-44.093822
30390000000,-4.5716324,-89.80365,-14.406466,-50.09367,23.891163,0,-7.9873385,-45.55722
30400000000,-4.6944871,-99.765457,-14.328977,-50.154194,24.004158,0,-7.7129035,-46.741028
30410000000,-4.8439188,-109.48885,-14.254395,-49.661354,23.923538,0,-7.4499965,-47.554802
30420000000,-4.9289083,-119.65823,-14.176211,-49.435352,23.917484,0,-7.2265158,-48.494019
30430000000,-5.0231886,-129.89569,-14.161797,-49.241417,23.966448,0,-7.1065125,-49.367191
30440000000,-5.1251111,-139.93663,-14.126406,-49.092781,24.013948,0,-7.0197048,-51.041733
30450000000,-5.2638144,-150.33701,-14.131495,-48.952995,24.038816,0,-6.8812618,-52.970909
30460000000,-5.433465,-160.57138,-14.153606,-49.550404,23.896847,0,-6.7209611,-54.820068
30470000000,-5.5795665,-171.28467,-14.169382,-50.198761,23.910749,0,-6.5160379,-56.342079
30480000000,-5.7909803,178.52213,-14.111504,-51.112713,23.840405,0,-6.3869605,-57.585045
30490000000,-6.0266242,167.96518,-14.079986,-52.156895,23.83396,0,-6.3144951,-58.811386
30500000000,-6.2243681,157.67607,-14.00812,-53.257122,23.799494,0,-6.2738447,-60.5835
30510000000,-6.5021992,147.38707,-13.980659,-53.625954,23.838337,0,-6.2311168,-62.636311
30520000000,-6.7999668,137.60973,-13.878389,-54.120346,23.75008,0,-6.1497192,-64.333473
30530000000,-7.0705075,127.1009,-13.889788,-54.284508,23.753523,0,-6.051188,-65.801193
30540000000,-7.3439298,117.46707,-13.92889,-54.600979,23.744881,0,-5.9949408,-67.235176
30550000000,-7.6384811,107.56259,-13.975792,-54.550743,23.790487,0,-6.0471416,-68.456001
30560000000,-7.9442201,97.956345,-14.05407,-54.284748,23.996834,0,-6.0951467,-70.317429
30570000000,-8.2192278,88.510483,-14.274005,-54.221607,23.816263,0,-6.1558838,-72.380814
30580000000,-8.5865059,79.327866,-14.398417,-54.056656,24.035561,0,-6.1194615,-74.230919
30590000000,-8.8749418,69.872963,-14.591002,-54.076946,23.873983,0,-6.0574203,-75.634193
30600000000,-9.0851564,60.415428,-14.707194,-53.877708,23.855795,0,-6.0907965,-76.893906
30610000000,-9.3718777,51.527981,-14.828794,-54.328293,23.828896,0,-6.184588,-78.365982
30620000000,-9.5509548,42.542858,-14.871377,-53.923653,23.81074,0,-6.2735152,-80.504112
30630000000,-9.8441172,33.339615,-14.807083,-53.697723,23.823912,0,-6.3200216,-82.852806
30640000000,-10.065348,24.485355,-14.752651,-53.24678,23.799593,0,-6.3347802,-84.75589
30650000000,-10.31371,15.96359,-14.674333,-52.475334,23.750357,0,-6.3499074,-86.191925
30660000000,-10.551672,6.2378197,-14.613505,-51.546429,23.884731,0,-6.4463339,-87.479431
30670000000,-10.740953,-1.9117122,-14.541777,-50.870804,23.973459,0,-6.6416273,-89.071877
30680000000,-10.979034,-11.461951,-14.514181,-49.630825,23.878702,0,-6.8483696,-91.443939
30690000000,-11.13054,-20.24909,-14.432273,-49.084644,23.943439,0,-6.9625993,-93.956169
30700000000,-11.281887,-28.875797,-14.391821,-48.471432,23.863674,0,-7.0400543,-96.07843
30710000000,-11.488387,-37.921021,-14.333048,-48.171303,24.051321,0,-7.1453753,-97.781044
30720000000,-11.726647,-47.200588,-14.330455,-48.630138,24.125622,0,-7.3771071,-99.142769
30730000000,-11.843089,-56.027348,-14.233021,-49.078449,23.984417,0,-7.7309008,-100.99627
30740000000,-12.021635,-65.346451,-14.091825,-49.497814,23.895441,0,-8.071764,-103.75077
30750000000,-12.211576,-74.543579,-13.99064,-49.768375,23.857576,0,-8.3636389,-106.60288
30760000000,-12.406683,-82.992332,-13.780985,-50.118645,24.065762,0,-8.5304546,-109.11125
30770000000,-12.557329,-92.563889,-13.666078,-50.627892,23.806208,0,-8.8312893,-110.7403
30780000000,-12.663901,-101.22785,-13.533504,-50.715141,24.109552,0,-9.2519054,-112.04099
30790000000,-12.890236,-110.52626,-13.426161,-50.212173,24.181406,0,-9.8060112,-113.7735
30800000000,-13.030837,-119.80238,-13.382086,-50.274303,24.201616,0,-10.431532,-116.56795
30810000000,-13.20461,-129.06503,-13.437244,-50.137733,24.161728,0,-10.921172,-119.69505
30820000000,-13.3555,-137.71379,-13.446827,-50.037865,24.244633,0,-11.40009,-122.06701
30830000000,-13.429079,-146.65596,-13.562182,-50.621532,24.188951,0,-11.99026,-123.25783
30840000000,-13.598134,-156.38121,-13.636312,-51.169666,23.948622,0,-12.825933,-123.98486
30850000000,-13.777415,-165.69774,-13.715778,-51.942169,23.98291,0,-13.983414,-125.75233
30860000000,-14.00369,-174.82372,-13.753331,-52.694157,24.216629,0,-15.146806,-129.42683
30870000000,-14.103141,175.02927,-13.714178,-53.480068,23.950409,0,-16.21756,-132.78575
30880000000,-14.189121,166.52402,-13.725392,-54.254951,24.010445,0,-17.272964,-134.13087
30890000000,-14.505983,156.7925,-13.649675,-54.054348,24.332905,0,-18.710379,-131.6723
30900000000,-14.732362,147.35788,-13.612483,-54.271755,23.990385,0,-20.932625,-126.62588
30910000000,-14.921159,138.86469,-13.536895,-53.66478,24.199514,0,-24.126869,-118.37764
30920000000,-15.100682,128.4608,-13.531219,-53.250195,24.356672,0,-28.58783,-107.47677
30930000000,-15.212967,119.96979,-13.587284,-52.571449,24.022284,0,-33.200039,-79.439751
30940000000,-15.420354,110.08999,-13.667025,-52.378979,24.171535,0,-31.700563,-39.135399
30950000000,-15.666139,100.93214,-13.663816,-52.014328,24.749292,0,-26.721163,-21.830418
30960000000,-15.865239,91.445496,-13.712672,-52.18726,24.245766,0,-22.686211,-12.748824
30970000000,-16.139919,81.535324,-13.691546,-52.508251,24.507515,0,-19.949877,-5.7005033
30980000000,-16.300201,73.533493,-13.639318,-53.214478,24.322355,0,-18.201727,-1.651435
30990000000,-16.504612,63.649494,-13.51877,-53.695671,24.153648,0,-17.082962,-0.30335996
31000000000,-16.827156,55.560997,-13.382972,-53.869797,24.276125,0,-16.156643,-2.4259317
31010000000,-17.034456,45.474854,-13.179256,-54.081413,24.537487,0,-15.140694,-5.9193454
31020000000,-17.356598,36.859394,-12.981832,-53.869732,24.626917,0,-13.980401,-8.163744
31030000000,-17.585939,27.107529,-12.814635,-53.793888,24.794989,0,-12.975849,-9.1453533
31040000000,-17.906933,18.135,-12.74623,-53.4603,25.067179,0,-12.213451,-9.4533253
31050000000,-17.901737,9.5874577,-12.676453,-52.96806,24.609926,0,-11.72211,-10.227943
31060000000,-18.241385,1.0216224,-12.71103,-52.918148,24.577177,0,-11.262166,-12.877385
31070000000,-18.356827,-8.2607422,-12.76206,-53.302776,24.310011,0,-10.705073,-15.97634
31080000000,-18.666,-17.13685,-12.788529,-53.992584,24.148443,0,-10.039775,-18.050768
31090000000,-18.741013,-25.479031,-12.824475,-55.474461,24.70838,0,-9.4917707,-19.061548
31100000000,-19.298588,-35.630062,-12.807889,-56.6101,24.835531,0,-9.0857983,-19.656206
31110000000,-19.459749,-43.342747,-12.75107,-57.807594,24.94433,0,-8.8557568,-21.087385
31120000000,-19.553003,-52.029644,-12.681356,-59.052452,24.809708,0,-8.6438847,-23.614166
31130000000,-19.81097,-60.058907,-12.551787,-60.071201,25.367407,0,-8.3041201,-26.018539
31140000000,-20.281212,-69.157326,-12.442799,-60.278191,25.263166,0,-7.9182463,-28.153378
31150000000,-20.29936,-77.689545,-12.412927,-60.431377,24.972496,0,-7.5443912,-29.373335
31160000000,-20.651058,-87.012421,-12.439653,-60.296227,24.564131,0,-7.3107948,-30.317062
31170000000,-20.586187,-95.223572,-12.475471,-60.316971,24.613213,0,-7.2037416,-31.6702
31180000000,-20.89257,-104.60061,-12.58231,-59.948864,25.880747,0,-7.1135488,-33.999641
31190000000,-21.260098,-112.99131,-12.762909,-60.254017,25.317715,0,-6.8837237,-36.433247
31200000000,-21.477514,-120.38069,-12.862393,-60.780003,26.003853,0,-6.6160507,-38.309322
31210000000,-21.552738,-127.43073,-13.067199,-61.518559,25.050827,0,-6.376935,-39.367088
31220000000,-21.855162,-136.61215,-13.102211,-62.524925,25.029379,0,-6.2316327,-40.339703
31230000000,-22.014462,-145.50842,-13.125059,-63.224342,25.105982,0,-6.193718,-41.559929
31240000000,-22.16025,-153.49509,-13.079914,-64.028343,24.532818,0,-6.1293874,-43.735226
31250000000,-22.480761,-162.63055,-12.999909,-64.445282,24.992167,0,-6.009953,-45.705875
31260000000,-22.645037,-170.57466,-12.857591,-63.926643,26.017256,0,-5.8335004,-47.341061
31270000000,-22.832178,-177.76147,-12.785314,-63.282837,26.086111,0,-5.69664,-48.43166
31280000000,-23.116886,172.79855,-12.732947,-62.605892,25.056578,0,-5.6516447,-49.485451
31290000000,-23.07559,165.54524,-12.742524,-61.423325,25.732622,0,-5.6743393,-51.015457
31300000000,-23.249802,155.99466,-12.788537,-60.622356,25.83799,0,-5.6457729,-52.95163
END

